,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
3461127,A-3467913,Bing,,2,2020-04-30 17:34:22,2020-04-30 18:04:22,27.82109,-82.67945,27.82109,-82.67945,0.0,At I-275/22nd St N - Accident.,,34th St N,R,Saint Petersburg,Pinellas,FL,33714,US,US/Eastern,KSPG,2020-04-30 17:53:00,75.0,75.0,48.0,29.87,10.0,NNW,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
814533,A-814612,MapQuest,201.0,2,2020-06-18 06:53:35,2020-06-18 08:13:51,29.446596000000003,-98.670891,,,0.0,Accident on TX-151 Stotzer Fwy Southbound at Hunt Ln.,,TX-151 W,R,San Antonio,Bexar,TX,78251,US,US/Central,KSKF,2020-06-18 06:56:00,76.0,76.0,90.0,29.21,10.0,SSE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3186894,A-3190358,Bing,,2,2020-11-06 12:59:00,2020-11-06 17:35:00,40.830426,-73.93221199999999,40.813759000000005,-73.93127,1.153,Slow traffic on I-87 from 153rd St/River Ave/Exit 6 (I-87) to 138th St/Grand Concourse/3rd Ave/Exit 3 (I-87) due to accident.,,Major Deegan Expy S,R,Bronx,Bronx,NY,10452,US,US/Eastern,KLGA,2020-11-06 12:51:00,70.0,70.0,38.0,30.19,10.0,SW,13.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3317916,A-3323239,Bing,,2,2020-12-19 08:24:22,2020-12-19 11:29:46,44.970688,-93.340734,44.977395,-93.344163,0.493,Incident on MN-100 NB near I-394 Drive with caution.,,Beltline Hwy N,R,Minneapolis,Hennepin,MN,55416,US,US/Central,KMSP,2020-12-19 08:53:00,26.0,26.0,88.0,29.15,8.0,W,3.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3694936,A-3701786,Bing,,2,2020-01-25 18:38:00,2020-01-25 19:13:00,37.413077,-122.081123,37.413077,-122.081123,0.0,At Shoreline Blvd - Accident.,,Bayshore Fwy S,R,Mountain View,Santa Clara,CA,94043,US,US/Pacific,KNUQ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
647321,A-647349,MapQuest,201.0,2,2020-10-16 06:27:48,2020-10-16 07:41:25,25.926876,-80.232262,,,0.0,Accident on FL-826 Westbound after NW 17th Ave.,,Palmetto Expy S,R,Miami Gardens,Miami-Dade,FL,33056,US,US/Eastern,KOPF,2020-10-16 06:32:00,77.0,77.0,90.0,29.95,10.0,CALM,0.0,0.0,Thunder,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
3141763,A-3144565,Bing,,2,2020-11-09 01:49:00,2020-11-09 03:04:23,27.336840000000002,-82.463779,27.337758,-82.46377199999999,0.063,Incident on HONORE AVE near FRUITVILLE RD Drive with caution.,117.0, Honore Ave,R,Sarasota,Sarasota,FL,34232-2326,US,US/Eastern,KSRQ,2020-11-09 10:43:00,80.0,80.0,85.0,29.76,10.0,E,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1060287,A-1060384,MapQuest,201.0,2,2019-10-15 17:21:00,2019-10-15 18:51:31,33.930962,-118.309067,,,0.0,Accident on Western Ave at Imperial Hwy.,,S Western Ave,R,Los Angeles,Los Angeles,CA,90047,US,US/Pacific,KHHR,2019-10-15 16:53:00,72.0,72.0,64.0,29.86,10.0,W,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1669206,A-1669314,MapQuest,201.0,3,2019-01-28 04:32:07,2019-01-28 05:01:48,33.928932,-118.281097,,,0.0,Right hand shoulder blocked due to accident on I-110 Southbound before Exit 14B I-105.,,Harbor Fwy S,R,Los Angeles,Los Angeles,CA,90061,US,US/Pacific,KHHR,2019-01-28 04:53:00,51.1,,68.0,29.99,10.0,Calm,,,Clear,True,False,False,False,False,False,True,False,True,False,False,False,False,Night,Night,Night,Night
3346409,A-3352078,Bing,,2,2020-12-24 02:03:00,2020-12-24 03:18:22,25.837022,-80.321871,25.843732,-80.322061,0.46399999999999997,Incident on FL-826 NB near NW 74TH ST Drive with caution.,,Palmetto Expy N,R,Miami,Miami-Dade,FL,33166,US,US/Eastern,KMIA,2020-12-24 01:53:00,75.0,75.0,76.0,30.02,10.0,E,8.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3258697,A-3263172,Bing,,2,2020-12-04 05:53:53,2020-12-04 09:01:09,39.935362,-74.966589,39.936482,-74.968254,0.11699999999999999,Incident on NJ-73 NB near I-295 Road closed. Take alternate route.,879.0, State Highway 73,R,Mount Laurel,Burlington,NJ,08054-1165,US,US/Eastern,KVAY,2020-12-04 05:54:00,41.0,41.0,76.0,30.03,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
3029012,A-3030244,Bing,,2,2020-10-20 20:19:07,2020-10-20 21:35:32,45.254796999999996,-93.555409,45.252943,-93.555382,0.128,Incident on MN-101 SB near RED CEDAR TR Drive with caution.,,MN-101 S,R,Elk River,Wright,MN,55330,US,US/Central,KCFE,2020-10-20 20:15:00,32.0,,94.0,28.97,2.0,,,0.0,Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
893014,A-893098,MapQuest,406.0,3,2020-01-13 06:40:29,2020-01-13 07:59:34,39.10223,-94.670776,,,0.77999997139,Entry ramp to I-635 Southbound from Park Dr Eastbound closed due to accident.,3700.0,Park Dr,R,Kansas City,Wyandotte,KS,66102,US,US/Central,KNKA,2020-01-13 06:54:00,23.0,17.0,88.0,29.38,4.0,E,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1620150,A-1620258,MapQuest,201.0,2,2019-01-03 06:31:44,2019-01-03 07:01:15,47.747128000000004,-122.186958,,,0.0,Accident on I-405 Northbound before NE 160th St.,,I-405 N,R,Bothell,King,WA,98011,US,US/Pacific,KPAE,2019-01-03 06:53:00,45.0,36.2,93.0,29.84,10.0,SE,24.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
614579,A-614606,MapQuest,241.0,3,2020-09-23 08:17:41,2020-09-23 09:22:37,41.871067,-87.773804,,,0.0,Lane blocked due to accident on I-290 Eisenhower Expy Westbound at Exit 23A Austin Blvd.,,Chicago-Kansas City Expressway W,R,Chicago,Cook,IL,60644,US,US/Central,KMDW,2020-09-23 07:53:00,61.0,61.0,78.0,29.41,10.0,WSW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1299464,A-1299567,MapQuest,201.0,2,2019-07-30 04:39:53,2019-07-30 05:41:17,29.704418,-95.51289399999999,,,0.0,Accident on Bellaire Blvd at Southwest Fwy.,,Bellaire Blvd,R,Houston,Harris,TX,77074,US,US/Central,KMCJ,2019-07-30 04:53:00,81.0,81.0,82.0,29.95,10.0,SSW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
1610682,A-1610790,MapQuest,201.0,2,2019-02-26 09:36:41,2019-02-26 10:06:27,35.662601,-78.84613,,,0.0,Accident on NC-55-BYP Gb Alford Hwy at Vinewood Pl.,,GB Alford Hwy,R,Holly Springs,Wake,NC,27540,US,US/Eastern,KTTA,2019-02-26 09:45:00,42.8,,68.0,30.44,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3696318,A-3703168,Bing,,2,2020-01-27 22:19:00,2020-01-28 00:12:07,46.7155,-95.70925,46.7155,-95.70925,0.0,At MN-87/CR-29 - Vehicle spun around.,37585.0, US Highway 10,R,Frazee,Becker,MN,56544-8922,US,US/Central,KDTL,2020-01-27 22:15:00,9.0,9.0,92.0,28.65,7.0,CALM,0.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2999948,A-3000759,Bing,,2,2020-12-06 04:16:00,2020-12-06 08:01:30,34.064277000000004,-117.29606299999999,34.065227,-117.30884499999999,0.735,Slow traffic on I-10 W - San Bernardino Fwy W from Waterman Ave (I-10) to N Mount Vernon Ave/Sperry Dr (I-10) due to accident.,,I-10 W,R,Colton,San Bernardino,CA,92324,US,US/Pacific,KSBD,2020-12-06 04:20:00,41.0,41.0,32.0,28.97,10.0,ESE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3783070,A-3789931,Bing,,2,2019-10-03 11:03:00,2019-10-03 12:11:01,37.743949,-122.405578,37.743949,-122.405578,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-10-03 10:56:00,64.0,64.0,56.0,30.01,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1039495,A-1039591,MapQuest,201.0,2,2019-12-24 18:34:23,2019-12-24 20:34:01,30.476066999999997,-97.80083499999999,,,0.0,Accident on US-183 Southbound at TX-45-TOLL.,14020.0,Research Blvd,R,Austin,Williamson,TX,78717-5903,US,US/Central,KATT,2019-12-24 18:51:00,62.0,62.0,38.0,29.24,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
1131886,A-1131989,MapQuest,201.0,2,2019-11-18 18:14:15,2019-11-18 19:29:46,29.496,-98.709602,,,0.0,Accident on Westwood Loop at FM-471 Culebra Rd.,11098.0,Westwood Loop,R,San Antonio,Bexar,TX,78254,US,US/Central,KSKF,2019-11-18 17:56:00,66.0,66.0,52.0,29.14,10.0,SSE,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
673808,A-673837,MapQuest,201.0,2,2020-09-01 07:33:20,2020-09-01 08:33:05,44.972599,-121.472099,,,0.0,Accident on US-26 near BIA-9 Simnasho Rd.,,BIA Road 9,R,Maupin,Wasco,OR,97037,US,US/Pacific,KDLS,2020-09-01 07:53:00,63.0,63.0,70.0,29.83,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3190109,A-3193620,Bing,,2,2020-12-16 03:16:00,2020-12-16 05:19:10,33.789862,-118.21546799999999,33.790174,-118.21546799999999,0.022000000000000002,Incident on SANTA FE AVE near HOUSE 1835 Drive with caution.,1699.0, W Pacific Coast Hwy,R,Long Beach,Los Angeles,CA,90810-4028,US,US/Pacific,KLGB,2020-12-16 02:53:00,47.0,47.0,56.0,30.08,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Night
2960698,A-2960926,Bing,,2,2020-11-21 04:40:00,2020-11-21 08:06:00,40.300371000000005,-80.16674300000001,40.317372,-80.148902,1.504,Stationary traffic on I-79 N from Southpointe Blvd/Exit 48 (I-79) to PA-50/Exit 54 (I-79) due to accident.,,I-79 N,R,Canonsburg,Washington,PA,15317,US,US/Eastern,KAFJ,2020-11-21 04:53:00,53.0,53.0,69.0,29.08,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
937368,A-937461,MapQuest,201.0,3,2020-02-06 10:57:45,2020-02-06 12:12:28,35.51133,-97.562546,,,1.1100000143100002,Accident on I-44 Eastbound from Exits 123B 124 OK-66 39th St to Exit 124 39th St.,,Historic Route 66 E,R,Oklahoma City,Oklahoma,OK,73112,US,US/Central,KPWA,2020-02-06 10:53:00,30.0,23.0,66.0,28.42,10.0,WSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1041832,A-1041928,MapQuest,201.0,2,2019-10-07 17:54:10,2019-10-07 20:05:43,33.760509000000006,-78.85928299999999,,,0.0,Accident on International Dr at River Oaks Dr.,5082.0,River Oaks Dr,R,Myrtle Beach,Horry,SC,29579-6693,US,US/Eastern,KMYR,2019-10-07 17:56:00,74.0,74.0,93.0,29.96,10.0,NW,5.0,0.02,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1227215,A-1227318,MapQuest,201.0,2,2019-08-20 12:20:33,2019-08-20 13:05:09,30.233601,-97.818352,,,0.0,Accident on Us-290 SVC Rd Eastbound at Brodie Ln.,4972.0,W Highway 290,L,Austin,Travis,TX,78735-6702,US,US/Central,KATT,2019-08-20 11:51:00,97.0,97.0,37.0,29.33,10.0,VAR,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1442779,A-1442884,MapQuest,201.0,2,2019-05-02 08:11:28,2019-05-02 09:11:18,32.627041,-93.887627,,,0.0,Accident on LA-1 at LA-173 Dixie Blanchard Rd.,7198.0,Highway 1,L,Shreveport,Caddo,LA,71107-9715,US,US/Central,KDTN,2019-05-02 08:14:00,67.0,67.0,90.0,29.7,7.0,ESE,15.0,0.05,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3879463,A-3886327,Bing,,3,2019-03-05 16:25:31,2019-03-05 16:55:11,34.380139,-118.49096100000001,34.37498,-118.49688,0.491,At Placerita Canyon Rd - Overturned vehicle. Danger.,,Antelope Valley Fwy S,R,Newhall,Los Angeles,CA,91321,US,US/Pacific,K3A6,2019-03-05 16:51:00,62.0,62.0,67.0,29.09,10.0,S,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1101807,A-1101910,MapQuest,201.0,3,2019-11-05 15:53:15,2019-11-05 18:11:31,42.95433,-78.765366,,,0.0,Lane blocked due to accident on I-90 Eastbound at Exit 50 I-290 Exits 1-49 7A 7B 51-61.,,I-290 W,R,Buffalo,Erie,NY,14221,US,US/Eastern,KBUF,2019-11-05 15:54:00,46.0,40.0,51.0,29.33,10.0,WSW,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
977764,A-977858,MapQuest,201.0,3,2020-02-28 18:14:34,2020-02-28 18:44:21,38.519505,-121.521957,,,0.0,#1 lane blocked due to accident on I-5 Southbound at Exit 514 43rd Ave.,,I-5 S,R,Sacramento,Sacramento,CA,95822,US,US/Pacific,KSAC,2020-02-28 17:53:00,68.0,68.0,55.0,30.02,10.0,SSW,5.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3538613,A-3545415,Bing,,2,2020-06-11 09:24:00,2020-06-11 10:17:21,38.145628,-121.334368,38.145628,-121.334368,0.0,At W Sargent Rd - Accident.,1496.0, W Turner Rd,L,Lodi,San Joaquin,CA,95242,US,US/Pacific,KSCK,2020-06-11 08:55:00,77.0,77.0,45.0,29.92,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1576854,A-1576962,MapQuest,201.0,2,2019-02-08 16:48:22,2019-02-08 17:48:11,34.060790999999995,-81.113388,,,0.0,Accident on US-176 Broad River Rd at Huffstetler Dr.,3999.0,Broad River Rd,L,Columbia,Richland,SC,29210-4707,US,US/Eastern,KCAE,2019-02-08 16:56:00,69.1,,26.0,30.19,10.0,West,15.0,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1338149,A-1338252,MapQuest,201.0,2,2019-06-05 14:56:32,2019-06-05 16:12:30,35.040539,-80.86158,,,0.0,Accident on Providence Rd at Lancaster Hwy.,11941.0,Providence Rd W,R,Charlotte,Mecklenburg,NC,28277-1546,US,US/Eastern,KEQY,2019-06-05 14:53:00,82.0,82.0,67.0,29.24,10.0,WSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
932678,A-932771,MapQuest-Bing,201.0,2,2020-02-03 17:39:19,2020-02-03 18:24:18,38.636921,-121.32811000000001,,,0.0,Accident on Fair Oaks Blvd at Manzanita Ave.,7499.0,Fair Oaks Blvd,L,Carmichael,Sacramento,CA,95608-1715,US,US/Pacific,KMCC,2020-02-03 17:50:00,50.0,50.0,28.0,30.0,10.0,NW,17.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
3782147,A-3789008,Bing,,2,2019-12-22 10:47:00,2019-12-22 11:39:36,33.18203,-117.32123999999999,33.18203,-117.32123999999999,0.0,At El Camino Real - Accident.,,CA-78 W,R,Carlsbad,San Diego,CA,92008,US,US/Pacific,KCRQ,2019-12-22 10:53:00,62.0,62.0,30.0,29.64,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3033165,A-3034464,Bing,,2,2020-09-21 12:55:30,2020-09-21 22:09:25,30.500799,-87.22161700000001,30.501993,-87.221548,0.083,Stationary traffic on FL-291 from FL-742/Creighton Rd (FL-291) to I-10 (FL-291) due to accident.,7314.0, N Davis Hwy,R,Pensacola,Escambia,FL,32504-6314,US,US/Central,KPNS,2020-09-21 12:53:00,68.0,68.0,81.0,30.03,10.0,ENE,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
602672,A-602699,MapQuest,201.0,3,2020-09-15 08:28:30,2020-09-15 09:29:01,41.825728999999995,-71.419891,,,0.0,Right hand shoulder blocked and right lane blocked due to accident on I-95 Southbound at Exit 22 US-6.,,US-6 E,R,Providence,Providence,RI,02903,US,US/Eastern,KPVD,2020-09-15 08:51:00,54.0,54.0,59.0,30.27,10.0,N,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
580670,A-580696,MapQuest,241.0,3,2020-11-07 19:54:38,2020-11-07 20:57:31,25.990566,-80.165848,,,0.0,Lane blocked due to accident on I-95 Southbound near Exits 18 19 FL-858 Hallandale Beach Blvd.,,I-95 S,R,Hallandale,Broward,FL,33009,US,US/Eastern,KFLL,2020-11-07 19:53:00,79.0,79.0,90.0,29.84,10.0,ENE,16.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3455416,A-3462202,Bing,,1,2020-06-03 16:53:38,2020-06-03 17:08:38,37.58409,-77.4624,37.58409,-77.4624,0.0,At VA-161/Hermitage Rd - Earlier accident.,3711.0, Hermitage Rd,R,Richmond,Richmond City,VA,23227,US,US/Eastern,KOFP,2020-06-03 16:54:00,90.0,90.0,40.0,29.53,10.0,SW,12.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3562083,A-3568889,Bing,,2,2020-03-06 20:12:37,2020-03-07 00:12:37,44.10267,-121.30611999999999,44.10267,-121.30611999999999,0.0,At US-97 - Accident.,63397.0, Highway 20,L,Bend,Deschutes,OR,97703-8587,US,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3284511,A-3289335,Bing,,2,2020-12-21 07:50:59,2020-12-21 09:35:59,45.710281,-121.50755500000001,45.710331,-121.496715,0.523,Incident on I-84 EB near MP 64 Drive with caution.,,I-84 E,R,Hood River,Hood River,OR,97031,US,US/Pacific,KCZK,2020-12-21 07:53:00,53.0,53.0,96.0,29.89,5.0,CALM,0.0,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1209760,A-1209863,MapQuest,201.0,2,2019-09-11 09:55:13,2019-09-11 10:55:01,32.96479,-80.151443,,,0.0,Accident on Ladson Rd at Harrison Rd.,4264.0,Ladson Rd,R,Ladson,Dorchester,SC,29456-5452,US,US/Eastern,KCHS,2019-09-11 09:56:00,83.0,83.0,77.0,30.21,10.0,NE,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1592118,A-1592226,MapQuest,241.0,2,2019-02-15 09:45:14,2019-02-15 10:14:54,38.927006,-94.705078,,,0.0,Right lane blocked due to accident on US-69 Southbound at I-435.,,US-69 S,R,Overland Park,Johnson,KS,66210,US,US/Central,KOJC,2019-02-15 09:53:00,14.0,0.5,92.0,30.11,0.2,NNE,11.5,0.0,Heavy Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3032085,A-3033370,Bing,,2,2020-12-30 23:02:11,2020-12-31 01:29:17,34.94206,-81.975443,34.942875,-81.974083,0.095,Incident on ABNER RD near FARNSWORTH RD Expect delays.,200.0, Abner Rd,L,Spartanburg,Spartanburg,SC,29301-1663,US,US/Eastern,KSPA,2020-12-30 22:55:00,41.0,41.0,76.0,29.37,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1472714,A-1472819,MapQuest,201.0,2,2019-04-15 08:32:17,2019-04-15 09:25:35,36.147861,-95.967148,,,0.0,Accident on 11th St at Utica Ave.,1698.0,E 11th St,R,Tulsa,Tulsa,OK,74120-4804,US,US/Central,KTUL,2019-04-15 08:53:00,59.0,59.0,53.0,29.17,10.0,SSE,20.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
4163901,A-4170767,Bing,,2,2019-04-14 12:18:42,2019-04-14 16:18:42,44.916562,-122.98874099999999,44.918490000000006,-122.9893,0.136,At OR-22/Santiam Hwy/Exit 253 - Accident.,,I-5 N,R,Salem,Marion,OR,97301,US,US/Pacific,KSLE,2019-04-14 11:56:00,50.0,50.0,66.0,29.78,10.0,S,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1335374,A-1335477,MapQuest,241.0,2,2019-06-03 07:12:52,2019-06-03 08:27:38,34.2173,-117.291183,,,0.0,One lane blocked due to recovery work and accident on CA-18 near Old Waterman Canyon Rd.,,Rim of the World Hwy,R,San Bernardino,San Bernardino,CA,92404,US,US/Pacific,KSBD,2019-06-03 07:00:00,59.0,59.0,77.0,28.68,3.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3189244,A-3192746,Bing,,2,2020-12-01 23:45:00,2020-12-02 02:00:58,34.066275,-118.21618400000001,34.068615,-118.216724,0.165,BRAODWAY AT NB 5. 17 TOYT TAC SIL-- VS WHI CHEV PK,,Golden State Fwy N,R,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2020-12-01 23:52:00,53.0,53.0,59.0,29.83,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3482487,A-3489276,Bing,,4,2020-05-12 10:29:33,2020-05-12 10:44:33,37.65113,-122.40696000000001,37.65113,-122.40696000000001,0.0,At Grand Ave/Exit 425A - Accident. Two lanes blocked.,,Bayshore Fwy S,R,South San Francisco,San Mateo,CA,94080,US,US/Pacific,KSFO,2020-05-12 10:56:00,64.0,64.0,60.0,29.99,9.0,WSW,15.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1331271,A-1331374,MapQuest,201.0,2,2019-08-16 08:41:31,2019-08-16 09:10:35,30.177003999999997,-81.51351899999999,,,0.0,Right hand shoulder blocked due to accident on FL-9B Northbound at E-Town Pkwy.,,FL-9B N,R,Jacksonville,Duval,FL,32256,US,US/Eastern,KNIP,2019-08-16 08:37:00,80.0,80.0,74.0,29.97,10.0,SSW,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1498389,A-1498495,MapQuest,201.0,2,2019-04-29 04:15:36,2019-04-29 05:45:28,32.311329,-93.891983,,,0.0,Accident on Williams Rd at Sparks Davis Rd.,11998.0,Sparks Davis Rd,L,Keithville,Caddo,LA,71047-6589,US,US/Central,KSHV,2019-04-29 03:53:00,66.0,66.0,81.0,29.75,10.0,SSE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
683685,A-683714,MapQuest,241.0,2,2020-07-07 12:32:15,2020-07-07 13:16:55,34.23785,-82.06845899999999,,,0.0,Lane blocked due to accident on SC-246 at Puckett Ferry Rd.,1050.0,Highway 246 S,L,Greenwood,Greenwood,SC,29649-8787,US,US/Eastern,KGRD,2020-07-07 12:56:00,74.0,74.0,100.0,29.36,9.0,ENE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1669032,A-1669140,MapQuest,201.0,2,2019-01-28 15:19:36,2019-01-28 16:04:22,47.618469,-122.304787,,,0.0,Accident on 21st Ave at Denny Way.,2026.0,E Denny Way,L,Seattle,King,WA,98122-2926,US,US/Pacific,KBFI,2019-01-28 14:53:00,50.0,,54.0,30.25,10.0,WNW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3195927,A-3199506,Bing,,2,2020-12-03 16:25:00,2020-12-03 20:10:58,38.685618,-121.21611299999999,38.690645,-121.215984,0.34700000000000003,Incident on FILBERT AVE NB near CENTRAL AVE Drive with caution.,9106.0, Central Ave,R,Orangevale,Sacramento,CA,95662-4194,US,US/Pacific,KMCC,2020-12-03 16:45:00,63.0,63.0,34.0,30.14,10.0,NW,5.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3530387,A-3537185,Bing,,2,2020-06-08 18:21:33,2020-06-08 19:06:33,33.46223,-112.0477,33.46223,-112.0477,0.0,At 16th St/Exit 146 - Accident. Hard shoulder blocked.,,N 16th St,R,Phoenix,Maricopa,AZ,85006,US,US/Mountain,KPHX,2020-06-08 17:51:00,89.0,89.0,5.0,28.67,10.0,W,22.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3345779,A-3351435,Bing,,2,2020-11-27 11:28:01,2020-11-27 13:35:35,40.662063,-74.184676,40.647393,-74.202476,1.3780000000000001,Crash on New Jersey Turnpike Inner Roadway southbound South of Interchange 13A - Newark Liberty International Airport/US 1&amp;9 (Elizabeth) 1 Left lane of 3 lanes blocked,,New Jersey Tpke S,R,Elizabeth,Union,NJ,07201,US,US/Eastern,KEWR,2020-11-27 11:51:00,62.0,62.0,48.0,30.0,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3420792,A-3427410,Bing,,2,2020-11-30 22:26:00,2020-12-01 02:01:00,34.02865,-117.55046399999999,33.980065,-117.549034,3.358,Slow traffic on I-15 S - Ontario Fwy S from Jurupa St (I-15) to Limonite Ave (I-15) due to accident.,,I-15 S,R,Mira Loma,Riverside,CA,91752,US,US/Pacific,KRAL,2020-11-30 22:53:00,56.0,56.0,23.0,29.24,10.0,NE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
