,ID,Source,TMC,Severity,Start_Time,End_Time,lat,long,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
878220,A-878303,MapQuest,241,2,3/3/2020 17:49,3/3/2020 19:04,34.749699,-86.695953,,,0,Lane blocked due to accident on US-72 Westbound at Springhill Rd.,6652,University Dr NW,L,Huntsville,Madison,AL,35806-1720,US,US/Central,KHUA,3/3/2020 17:58,64,64,52,29.14,10,W,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
968801,A-968895,MapQuest,201,2,2/24/2020 4:13,2/24/2020 5:47,38.630989,-90.265968,,,0,Right hand shoulder blocked due to accident on I-64 Westbound at Exit 36A Kingshighway Blvd.,,I-64 E,R,Saint Louis,St. Louis City,MO,63110,US,US/Central,KCPS,2/24/2020 3:58,44,41,93,29.42,6,SSE,6,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
3051252,A-3052802,Bing,,2,12/21/2020 8:17,12/21/2020 10:14,29.840179,-95.38967,29.838602,-95.388639,0.125,Incident on NORTH FWY near GLENBURNIE DR Drive with caution.,5091, North Fwy,L,Houston,Harris,TX,77022-1722,US,US/Central,KMCJ,12/21/2020 7:53,48,48,89,30.15,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
922665,A-922757,MapQuest,201,2,1/29/2020 4:28,1/29/2020 6:15,32.486485,-93.706749,,,0,Accident on Weyman St at LA-3032 Shreveport Barksdale Hwy.,1162,Shreveport Barksdale Hwy,L,Shreveport,Caddo,LA,71105-2403,US,US/Central,KBAD,1/29/2020 4:21,46,41,100,29.68,10,WNW,10,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
1660930,A-1661038,MapQuest,241,2,1/24/2019 19:45,1/24/2019 20:15,25.780777,-80.368874,,,0,Right lane blocked due to accident on FL-836-TOLL Westbound at FL-836-TOLL / US-41 8th St.,,FL-836 W,R,Miami,Miami-Dade,FL,33172,US,US/Eastern,KMIA,1/24/2019 19:53,73,,93,30.01,10,SSW,8.1,0.02,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3535305,A-3542106,Bing,,4,6/10/2020 16:06,6/10/2020 16:36,30.33232,-97.75546,30.33232,-97.75546,0,At RM-2222/Northland Dr - Accident.,,Mopac Expy N,R,Austin,Travis,TX,78731,US,US/Central,KATT,6/10/2020 15:51,93,93,19,29.38,10,N,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3456671,A-3463457,Bing,,2,6/3/2020 19:51,6/3/2020 22:25,39.127926,-121.543084,39.127926,-121.543084,0,At Hammonton Smartville Rd - Accident.,1946, N Beale Rd,R,Marysville,Yuba,CA,95901-6921,US,US/Pacific,KMYV,6/3/2020 19:53,92,92,27,29.73,10,SSE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1518935,A-1519041,MapQuest,201,2,3/12/2019 12:38,3/12/2019 13:07,30.426109,-97.753906,,,0,Accident on Pavilion Blvd at Research Blvd.,11996,Pavilion Blvd,L,Austin,Travis,TX,78759,US,US/Central,KATT,3/12/2019 12:42,69.1,,93,30.08,8,SSE,9.2,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
4209131,A-4215997,Bing,,2,7/3/2019 17:17,7/3/2019 17:45,37.005749,-121.557419,37.016282,-121.563161,0.794,At CA-152/Leavesley Rd - Accident.,,S Valley Fwy N,R,Gilroy,Santa Clara,CA,95020,US,US/Pacific,KE16,7/3/2019 17:15,73,73,50,29.6,10,SSE,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1550738,A-1550845,MapQuest,201,2,3/29/2019 10:14,3/29/2019 10:44,30.391745,-91.018494,,,0,Accident on Jones Creek Rd at Tiger Bend Rd.,6565,Jones Creek Rd,L,Baton Rouge,East Baton Rouge,LA,70817-3024,US,US/Central,KBTR,3/29/2019 9:53,69.1,,65,30.17,10,SE,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
837338,A-837417,MapQuest,201,2,3/18/2020 13:54,3/18/2020 14:51,32.879478,-80.71624,,,0,Accident on I-95 Southbound at Exit 53 SC-63 Sniders Hwy.,,Sniders Hwy,R,Walterboro,Colleton,SC,29488,US,US/Eastern,KRBW,3/18/2020 13:55,73,73,69,30.22,10,SE,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3578772,A-3585589,Bing,,2,3/19/2020 7:14,3/19/2020 7:44,40.11181,-75.28502,40.11181,-75.28502,0,At W Germantown Pike - Accident.,392, W Germantown Pike,R,Plymouth Meeting,Montgomery,PA,19462,US,US/Eastern,KLOM,3/19/2020 7:15,42,42,99,29.88,10,NE,3,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
1462257,A-1462362,MapQuest,201,2,4/10/2019 9:26,4/10/2019 10:11,43.01228,-83.685806,,,0,Accident on M-21 5th St at Harrison St.,120,E 5th St,R,Flint,Genesee,MI,48502-1637,US,US/Eastern,KFNT,4/10/2019 9:53,36,28,73,29.21,10,NNE,12,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3465840,A-3472627,Bing,,2,5/2/2020 18:29,5/2/2020 19:29,43.37611,-124.28835,43.37611,-124.28835,0,At Libby Ln - Accident.,91400, Dolezal Ln,L,Coos Bay,Coos,OR,97420-8719,US,US/Pacific,KOTH,5/2/2020 18:56,56,56,67,30.11,10,WSW,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3125621,A-3128192,Bing,,2,12/29/2020 16:41,12/29/2020 22:14,36.074229,-86.981541,36.071578,-86.983026,0.201,Incident on COLEY DAVIS RD near POPLAR RIDGE DR Expect long delays.,7701, Poplar Ridge Dr,L,Nashville,Davidson,TN,37221-2326,US,US/Central,KBNA,12/29/2020 16:53,46,44,51,29.64,10,N,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
1279835,A-1279938,MapQuest,201,2,7/19/2019 8:26,7/19/2019 8:56,41.825729,-71.419891,,,0,Accident on US-6 Huntington Expy Eastbound at I-95.,,US-6 E,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,7/19/2019 8:51,70,70,78,29.84,10,N,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1193381,A-1193484,MapQuest,201,2,9/3/2019 16:56,9/3/2019 18:28,35.216225,-80.836655,,,0,Accident on Kenilworth Ave at Charlottetowne Ave.,,I-277 S,R,Charlotte,Mecklenburg,NC,28204,US,US/Eastern,KCLT,9/3/2019 16:52,92,92,45,29.19,10,NE,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3156405,A-3159431,Bing,,4,12/13/2020 9:17,12/13/2020 12:02,36.145,-81.055525,36.150469,-81.013965,2.349,Near Wilkesboro / Mile Marker 276 Heading South. US-421 South is closed between Exit 282 (NC-115/US-421 Bus) and Exit 277 (Windy Gap Road).&amp;nbsp;&amp;nbsp;,,US Highway 421,R,Wilkesboro,Wilkes,NC,28697,US,US/Eastern,KUKF,12/13/2020 9:15,52,52,88,28.75,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3667418,A-3674265,Bing,,2,3/4/2020 8:30,3/4/2020 9:02,38.14884,-121.26143,38.14857,-121.26143,0.019,At E Turner Rd/Exit 267A - Accident.,,CA-99 S,R,Lodi,San Joaquin,CA,95240,US,US/Pacific,KSCK,3/4/2020 8:55,58,58,60,30.06,10,SE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3267150,A-3271737,Bing,,2,12/10/2020 2:15,12/10/2020 3:31,26.093591,-80.216706,26.105751,-80.218136,0.845,Incident on FLORIDA'S TPKE NB near MM 56 Drive with caution.,,Florida's Tpke N,R,Fort Lauderdale,Broward,FL,33317,US,US/Eastern,KFLL,12/10/2020 1:53,52,52,77,30.15,10,WNW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3759360,A-3766221,Bing,,2,12/6/2019 16:04,12/6/2019 16:56,34.09929,-118.24732,34.09936,-118.24737,0.006,At CA-2/Glendale Fwy - Accident.,,Golden State Fwy N,R,Los Angeles,Los Angeles,CA,90039,US,US/Pacific,KCQT,12/6/2019 15:52,64,64,72,29.93,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1376561,A-1376664,MapQuest,201,2,6/26/2019 16:34,6/26/2019 19:41,37.886005,-79.285332,,,0,Left hand shoulder blocked and right hand shoulder blocked due to accident on I-64 Westbound before Exit 200 Sterrett Rd.,,I-64 W,R,Fairfield,Rockbridge,VA,24435,US,US/Eastern,KHSP,6/26/2019 16:35,78,78,61,26.35,10,WNW,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1537794,A-1537901,MapQuest,201,2,3/22/2019 11:09,3/22/2019 11:53,33.63591,-84.401154,,,0,Accident on I-75 Northbound at I-285 .,,GA-401 N,R,Atlanta,Clayton,GA,30354,US,US/Eastern,KATL,3/22/2019 10:52,50,,44,30.07,10,NNW,16.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3153727,A-3156722,Bing,,2,11/18/2020 4:29,11/18/2020 6:39,40.262714,-78.870087,40.269594,-78.857187,0.83,Crash on EISENHOWER BL both directions between MINE THIRTYSEVEN RD and EISENHOWER BL SCALP AV. All lanes closed.,200, 1st St,L,Johnstown,Cambria,PA,15904,US,US/Eastern,KJST,11/18/2020 4:54,26,12,69,27.93,10,NW,22,0,Cloudy / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
549010,A-549031,MapQuest,241,2,12/1/2020 12:43,12/1/2020 14:07,30.24798,-85.558128,,,0,Lane blocked due to accident on US-231 at CR-2293 Titus Rd.,,Titus Rd,R,Panama City,Bay,FL,32404,US,US/Central,KPAM,12/1/2020 12:56,51,51,30,30.2,10,N,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3176172,A-3179490,Bing,,2,10/18/2020 20:22,10/18/2020 22:04,41.768807,-78.027035,41.764109,-78.034255,0.494,Incident on US-6 WB near PEET ST Expect long delays.,1, Peet St,L,Coudersport,Potter,PA,16915-1133,US,US/Eastern,KELZ,10/18/2020 19:56,49,44,56,27.97,10,S,12,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
1329770,A-1329873,MapQuest,201,2,8/15/2019 11:32,8/15/2019 12:18,33.46587,-112.082619,,,0,Accident on 7th Ave at Mcdowell Rd.,678,W McDowell Rd,R,Phoenix,Maricopa,AZ,85003-1217,US,US/Mountain,KPHX,8/15/2019 11:51,104,104,14,28.7,10,SE,9,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
3188315,A-3191800,Bing,,2,9/16/2020 11:52,9/16/2020 20:43,25.928492,-80.212063,25.927671,-80.204352,0.482,Slow traffic on FL-826 from Florida's Tpke (FL-826) to 2nd Ave (FL-826) due to accident.,,FL-826 E,R,Miami,Miami-Dade,FL,33169,US,US/Eastern,KHWO,9/16/2020 11:53,91,91,63,29.98,10,SE,10,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1425959,A-1426064,MapQuest,202,2,5/24/2019 6:44,5/24/2019 7:43,43.0103,-87.940018,,,0,Serious accident on Muskego Ave at Burnham St.,1898,S Muskego Ave,L,Milwaukee,Milwaukee,WI,53204-3620,US,US/Central,KMKE,5/24/2019 6:52,54,54,86,29.41,10,ENE,5,0.08,Light Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
541349,A-541370,MapQuest,201,3,12/8/2020 18:16,12/8/2020 19:09,42.667122,-73.733002,,,0,Right lane closed due to accident on I-787 Southbound before Exit 5 I-90 Exit 6A.,,I-90 E,R,Albany,Albany,NY,12204,US,US/Eastern,KALB,12/8/2020 17:51,24,11,81,29.52,10,W,17,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
592590,A-592617,MapQuest,343,3,9/7/2020 20:26,9/7/2020 21:10,30.238295,-82.302109,,,33.04999924,Accident now on the shoulder on I-10 Eastbound between Exit 303 US-441 and Exit 324 US-90.,,FL-8 W,R,Glen Saint Mary,Baker,FL,32040,US,US/Eastern,KVQQ,9/7/2020 20:50,75,75,94,29.83,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
2982053,A-2982599,Bing,,2,24:22.0,36:10.0,39.221431,-94.648442,39.214321,-94.642162,0.595,Slow traffic on US-71 S - I-29 S from 72nd St/Exit 6 (I-29) to MO-45/64th St/Exit 5 (I-29) due to accident.,,I-29 S,R,Kansas City,Platte,MO,64151,US,US/Central,KNKA,12/23/2020 20:02,25,9,58,29.19,10,WNW,25,0,Cloudy / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3385849,A-3392000,Bing,,2,10/21/2020 3:27,10/21/2020 6:02,25.732925,-80.345723,25.73291,-80.346371,0.04,Incident on SW 40TH ST WB near SW 93RD AVE Drive with caution.,9299, SW 40th St,R,Miami,Miami-Dade,FL,33165-4150,US,US/Eastern,KMIA,10/21/2020 3:53,76,76,91,29.89,6,E,17,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3228651,A-3232691,Bing,,2,56:00.0,51:30.0,37.312306,-121.940613,37.297386,-121.940023,1.031,Slow traffic on CA-17 S from I-880/I-280 (CA-17) to Hamilton Ave (CA-17) due to accident.,,CA-17 S,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,11/22/2020 17:53,53,53,71,29.97,10,NNW,10,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
861732,A-861814,MapQuest,241,2,4/17/2020 22:04,4/17/2020 22:34,40.90073,-78.210716,,,0,Lane blocked due to accident on US-322 Port Matilda Hwy Eastbound at PA-504 Presqueisle St.,100,Port Matilda Hwy,L,Philipsburg,Centre,PA,16866,US,US/Eastern,KFIG,4/17/2020 22:01,33,28,96,28.23,0.25,NE,6,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3348833,A-3354522,Bing,,2,07:30.0,37:00.0,39.157408,-94.58869,39.163318,-94.59019,0.416,Incident on 169 HWY NB near MO-9 Drive with caution.,,N Arrowhead Trfy N,R,Kansas City,Clay,MO,64116,US,US/Central,KMKC,11/4/2020 6:54,54,54,57,29.24,10,SSW,8,0,Fair,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
740467,A-740544,MapQuest,201,2,8/25/2020 7:37,8/25/2020 8:06,34.221111,-79.760651,,,0,Accident on SC-343 Irby St near Sierra Rnge.,1496,N Irby St,R,Florence,Florence,SC,29501-2644,US,US/Eastern,KFLO,8/25/2020 7:53,75,75,94,29.95,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1505731,A-1505837,MapQuest,201,2,3/5/2019 7:20,3/5/2019 7:50,42.31958,-87.880234,,,0,Accident on US-41 Skokie Hwy Southbound near CR-A31 Ml King Jr Dr.,3097,Skokie Hwy,R,North Chicago,Lake,IL,60064,US,US/Central,KUGN,3/5/2019 6:55,7,-4.5,70,30.09,10,West,6.9,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
3192175,A-3195711,Bing,,2,12/20/2020 12:20,12/21/2020 3:05,28.062571,-82.738764,28.067276,-82.739274,0.327,Slow traffic on US-19 N - County Hwy-752 - FL-584 from Bilgore Grove Blvd to Mayfair Pl due to accident.,31875, US Highway 19 N,R,Palm Harbor,Pinellas,FL,34684,US,US/Eastern,KPIE,12/20/2020 11:53,64,64,96,30.05,7,CALM,0,0.02,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
653302,A-653330,MapQuest,201,2,10/20/2020 8:28,10/20/2020 8:58,33.165318,-87.545067,,,0,Accident on AL-215 Southbound at US-11 Skyland Blvd.,,Old Montgomery Hwy,R,Tuscaloosa,Tuscaloosa,AL,35405,US,US/Central,KTCL,10/20/2020 8:53,68,68,78,30.01,9,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
661020,A-661048,MapQuest,201,3,10/26/2020 9:42,10/26/2020 10:12,40.85334,-73.961823,,,0,Right lane blocked due to accident on I-95 George Washington Bridge Northbound at New Jersey Side Upper Level.,,I-95 N,R,Fort Lee,Bergen,NJ,7024,US,US/Eastern,KTEB,10/26/2020 9:51,50,50,96,30.18,2,N,5,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3086235,A-3088272,Bing,,2,12/3/2020 14:33,12/3/2020 17:38,37.217935,-121.987456,37.225135,-121.976566,0.779,NB 17 JNO ALMA BRDG. RP ADVD AT LEAST 2 OTHER VEHS WERE INVLD,,CA-17 N,R,Los Gatos,Santa Clara,CA,95030,US,US/Pacific,KSJC,12/3/2020 14:53,64,64,37,30.16,10,NW,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1417639,A-1417744,MapQuest,201,2,5/20/2019 14:52,5/20/2019 16:37,33.836948,-117.311836,,,0,Accident on Cajalco Rd at Barton St.,20099,Cajalco Rd,R,Perris,Riverside,CA,92570,US,US/Pacific,KRIV,5/20/2019 14:58,67,67,38,28.29,10,NW,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
733419,A-733496,MapQuest,201,2,8/19/2020 8:06,8/19/2020 8:36,26.547403,-81.786354,,,0,Restrictions due to accident on Daniels Pkwy at CR-885 Treeline Ave.,,Treeline Ave S,R,Fort Myers,Lee,FL,33913,US,US/Eastern,KRSW,8/19/2020 7:53,77,77,94,29.88,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
3093575,A-3095721,Bing,,2,18:03.0,38:21.0,37.547765,-77.329439,37.549089,-77.327348,0.147,Incident on S ELM AVE near W NINE MILE RD Drive with caution.,,S Elm Ave,R,Henrico,Henrico,VA,23075,US,US/Eastern,KRIC,12/14/2020 0:54,48,45,74,29.82,10,NNE,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
1576790,A-1576898,MapQuest,201,2,2/8/2019 8:45,2/8/2019 9:45,34.411221,-79.254967,,,0,Accident on Harvest Ln at SC-22 Arnette Rd.,2499,Harvest Ln,L,Dillon,Dillon,SC,29536-6346,US,US/Eastern,KMAO,2/8/2019 8:55,62.6,,82,30.13,10,SW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2974373,A-2974792,Bing,,2,12/21/2020 20:30,12/22/2020 1:17,33.249229,-117.232704,33.250279,-117.231006,0.122,Incident on HUTCHISON ST near HOUSE 855 Drive with caution.,3101, Blackwell Dr,R,Vista,San Diego,CA,92084-1428,US,US/Pacific,KCRQ,12/21/2020 20:53,56,56,62,29.66,10,SE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
1558369,A-1558476,MapQuest,201,3,1/31/2019 7:02,1/31/2019 7:32,41.819206,-71.389259,,,0,Lane blocked due to accident on I-195 Westbound at Exit 3 India St.,,I-195 W,R,Providence,Providence,RI,2906,US,US/Eastern,KSFZ,1/31/2019 6:56,-2,-15.4,57,30.08,10,West,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1671115,A-1671223,MapQuest,201,2,1/29/2019 18:44,1/29/2019 19:14,35.478771,-97.660957,,,0,Accident on 10th St at Davis Ave.,1111,N Davis Ave,L,Oklahoma City,Oklahoma,OK,73127,US,US/Central,KPWA,1/29/2019 18:53,34,29.8,52,30.21,10,SSW,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
1292561,A-1292664,MapQuest,201,2,7/26/2019 13:55,7/26/2019 16:24,40.768169,-73.905403,,,0.109999999,Entry ramp to Brooklyn Queens Expy Westbound from Grand Central Pkwy Westbound lane blocked due to accident.,,Brooklyn Queens Expy,R,Astoria,Queens,NY,11103,US,US/Eastern,KLGA,7/26/2019 13:51,85,85,36,30.22,10,NE,7,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
807261,A-807340,MapQuest,201,2,6/12/2020 19:32,6/12/2020 21:27,39.828018,-76.989403,,,0,Accident on Wilson Ave near Gateway Dr.,190,Wilson Ave,L,Hanover,York,PA,17331,US,US/Eastern,KTHV,6/12/2020 19:53,77,77,39,29.57,10,NW,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
3811981,A-3818842,Bing,,2,10/25/2019 19:03,10/25/2019 20:01,37.720769,-121.655201,37.720769,-121.655201,0,At Grant Line Rd - Accident.,,I-580 E,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,10/25/2019 18:53,78,78,17,29.56,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
3805852,A-3812713,Bing,,2,10/21/2019 5:29,10/21/2019 6:01,37.74135,-121.580823,37.74135,-121.580823,0,At Grant Line Rd - Accident.,,I-580 W,R,Tracy,Alameda,CA,95377,US,US/Pacific,KLVK,10/21/2019 5:53,50,50,74,29.71,10,E,3,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3469790,A-3476577,Bing,,3,5/6/2020 16:01,5/6/2020 16:31,41.57172,-93.59691,41.57172,-93.59691,0,At E Park Ave - Accident.,1901, SE 14th St,L,Des Moines,Polk,IA,50320,US,US/Central,KDSM,5/6/2020 15:54,59,59,46,29.15,10,WNW,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
844119,A-844198,MapQuest,241,2,3/24/2020 16:36,3/24/2020 18:55,29.902941,-95.602806,,,0,Lane blocked due to accident on Us-290 Westbound at Eldridge Pkwy.,,Northwest Fwy,R,Houston,Harris,TX,77065,US,US/Central,KDWH,3/24/2020 16:53,84,84,58,29.67,10,SW,12,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
